customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
9308,2020-12-30,YYC-DT,7.0,0.0,120.63,2020/12/30,2021/12/10,CALGARY DOWNTOWN,True,22.0,1397.0,69.09,3.0,,,4.3
1871,,YYC-DT ,,0.0,101.47,2021-07-16,2023-05-14,Calg Downtown,FALSE,26.0,,,6.0,0,,4.5
2415,2021/10/18,YYC-NW ,20.0,0.28,134.1,2021-10-18,2024-09-10,Calgary NW  ,False,43.0,2600.93,59.71,17.0,0,NONE,4.3
5855,2021-09-19,YYC-SE,6.0,,156.41,2021-09-19,2022-06-19,Calg SE,N,16.0,1024.56,64.78,1.0,,None ,3.8
8286,,YYC-DT,18.0,2.75,295.74,2020-01-01,2023-06-13,Calgary Downtown  ,0,71.0,4967.06,70.86,20.0,N,NONE,3.6
11259,2023-10-06,yyc-nw,16.0,0.0,67.94,2023-10-06,2024/08/26,Calgary Nw,Yes,17.0,1584.13,87.52,18.0,0,NONE,4.0
6731,2019-11-04,YYC-SE,4.0,1.34,41.53,,2023-10-06,Calgary Se,FALSE,13.0,563.87,45.79,0.0,TRUE,RudeStaff,4.0
2804,2019-09-27,YYC-SE,16.0,1.15,311.36,2019/09/27,2022-07-23,Calgary Se,False,97.0,7662.78,74.41,17.0,Yes,LATE DELIVERY,4.0
3028,2021-04-12,YYC-DT,16.0,0.8,241.28,2021-04-12,,Calgary Downtown  ,1,44.0,2697.15,64.47,18.0,N,,5.0
5487,2020/08/01,YYC-DT,4.0,0.21,84.17,2020/08/01,2023-01-12,calgary downtown,0,19.0,1573.07,88.31,,FALSE,None ,4.4
7981,2019-04-04,YYC-DT,3.0,0.15,355.81,2019-04-04,2024/04/17,CALGARY DOWNTOWN,No,8.0,438.31,48.7,1.0,N,,3.7
6036,2019/03/03,YYC-nw,10.0,1.98,312.75,2019-03-03,2024-01-05,Calgary NW,,55.0,4514.36,84.45,10.0,TRUE,damaged book,4.1
8820,2021/09/14,ONLINE,17.0,1.64,39.45,2021/09/14,2023-08-29,ONLINE,False,49.0,1733.07,34.77,9.0,,None ,3.5
3913,,YYC-DT,11.0,0.0,234.3,2021/07/20,2024/09/18,CALGARY DOWNTOWN,1,28.0,,,6.0,N,None ,4.8
7037,2023-08-04,YYC-SE,,1.1,222.25,2023-08-04,2024-02-13,Calgary SE  ,0,5.0,154.14,37.04,3.0,1,LateDelivery,3.9
10778,2020/09/21,yyc-se,5.0,0.0,131.77,2020-09-21,2023-02-05,calgary se,No,12.0,611.85,,2.0,True,BillingError,3.6
381,2020-01-14,ONLINE,13.0,0.73,92.8,2020-01-14,2023-07-10,Online,1,71.0,3235.07,48.72,,N,,4.6
3546,2019-06-11,YYC-NW,,0.0,167.19,2019-06-11,2024/02/13,Calgary NW,False,47.0,4052.99,89.51,11.0,True,None,3.1
6672,2020/03/19,YYC-NW,5.0,0.0,129.23,2020-03-19,2021/12/17,Calgary NW  ,N,28.0,1554.09,53.28,6.0,No,,
11371,2020-04-04,YYC SE,9.0,0.0,174.76,,,Calg SE,No,33.0,1432.22,38.86,7.0,FALSE,NONE,3.8
7858,2020-01-31,YYC-dt,14.0,0.0,99.14,2020/01/31,2023-07-18,Calgary Downtown  ,N,56.0,3505.75,64.07,11.0,FALSE,None,
8042,2020/12/17,ONLINE,19.0,0.97,41.19,,2021-08-20,Online,N,56.0,2247.74,40.33,19.0,False,NONE,3.9
469,2024-06-15,YYC SE,5.0,2.96,92.77,2024-06-15,2024-09-20,CALGARY SE,0,2.0,118.01,58.8,6.0,TRUE,Billing Error ,3.7
6062,2024-06-30,YYC-DT,3.0,0.07,55.64,2024-06-30,2024-12-07,Calgary Downtown,N,2.0,,87.52,2.0,,NONE,3.8
2812,2023-08-18,ONLINE,5.0,0.9,34.42,2023-08-18,2024/06/23,Online,No,7.0,306.45,37.7,8.0,,None,3.4
5923,2022-09-19,YYC-se,13.0,3.79,78.46,,2024-09-14,Calgary SE  ,0,25.0,1555.27,67.34,10.0,FALSE,None,4.2
2029,2019/01/19,YYC-SE,17.0,1.34,173.06,2019/01/19,2022-01-06,Calgary SE  ,0,102.0,6940.02,66.97,7.0,0,None ,4.4
5331,,YYC-NW,14.0,1.85,205.65,2021-02-02,2023-10-29,Calgary NW,False,51.0,4618.71,86.41,10.0,False,none,
11322,2020/06/12,YYC-DT ,18.0,1.03,265.93,2020-06-12,,calgary downtown,No,74.0,3655.45,49.7,9.0,,NONE,3.3
3831,,ONLINE,16.0,3.83,199.83,2024-07-04,2024-12-28,Online,No,4.0,420.6,83.78,14.0,False,,4.1
2410,2021-02-20,YYC-DT,10.0,0.0,71.51,2021/02/20,2022-03-17,Calgary Downtown,No,30.0,2537.45,83.74,5.0,N,None,4.8
9692,2019-02-09,YYC-NW,2.0,0.0,216.9,2019/02/09,2019/11/30,CALGARY NW,N,23.0,1629.05,75.86,3.0,FALSE,None ,4.5
9089,2019-01-16,YYC-DT,13.0,0.0,116.54,2019/01/16,2019-09-11,Calgary Downtown,No,,2051.99,29.65,7.0,FALSE,none,3.7
11432,2022-01-10,YYC-NW,17.0,3.75,77.17,2022-01-10,2023/07/13,CALGARY NW,0,49.0,1519.16,28.5,16.0,1,None,3.6
766,,ONLINE,16.0,0.0,159.53,2023/03/21,2024-05-25,Online,N,19.0,1119.72,,,True,rude staff,
11251,,YYC NW,16.0,0.0,111.84,2023-10-17,,CALGARY NW,N,,808.77,41.73,10.0,Yes,Website Issue ,3.4
2770,2020-03-24,YYC-NW,12.0,0.19,348.6,2020-03-24,2023-04-24,calgary nw,FALSE,45.0,3258.57,73.25,8.0,1,None,
2994,2023-09-04,YYC-SE,2.0,0.0,175.89,2023-09-04,2024/05/26,Calgary SE  ,0,2.0,111.51,53.16,2.0,Yes,rude staff,3.4
692,2020-11-15,YYC NW,5.0,0.72,37.9,2020-11-15,,calgary nw,TRUE,20.0,1160.73,63.56,3.0,No,,1.6
2255,2022-10-28,YYC-se,1.0,0.0,371.44,2022/10/28,2023-05-06,Calg SE,False,6.0,164.56,43.15,1.0,1,Damaged Book,
7584,2019/05/07,YYC-NW,13.0,0.0,104.25,2019-05-07,2023-11-09,Calgary NW  ,True,52.0,4206.85,75.7,12.0,No,NONE,4.1
11850,2021-05-11,YYC DT,5.0,0.0,36.65,2021/05/11,2022/09/23,Calgary Downtown,No,10.0,,38.8,2.0,No,None,4.1
10587,2021/08/23,yyc-dt,3.0,1.73,167.31,2021-08-23,2024-04-18,CALGARY DOWNTOWN,0,5.0,402.74,78.93,2.0,False,,4.5
2849,2021/02/09,YYC-se,9.0,0.33,114.47,2021-02-09,2023-04-03,Calgary SE  ,N,33.0,1409.3,38.56,6.0,1,Website Issue ,
2058,2020-02-07,YYC DT,2.0,0.0,25.75,2020-02-07,2023-03-07,Calgary Downtown,0,19.0,1598.67,92.02,3.0,N,none,4.1
2611,2022-04-06,yyc-dt,4.0,0.33,230.62,2022/04/06,2022-07-24,Calgary Downtown,No,,389.05,41.71,,N,NONE,3.2
3817,2019/03/27,YYC-DT,17.0,0.07,96.25,,2024-08-24,Calgary Downtown,1,71.0,6021.29,83.67,9.0,,None ,
8184,2023/10/24,YYC SE,6.0,0.0,67.25,2023-10-24,2024/07/12,Calgary SE  ,0,5.0,430.67,71.04,,Yes,,3.4
10620,2020-09-26,YYC NW,,2.8,107.87,,2023-04-04,Calg NW,0,63.0,5200.95,39.29,15.0,N,None,3.1
9418,2023-03-02,YYC-DT,11.0,0.0,473.79,2023/03/02,,Calg Downtown,False,18.0,763.04,43.44,11.0,FALSE,None,
8375,2022-05-08,YYC NW,9.0,0.0,440.17,2022-05-08,2024/11/15,Calgary NW  ,Yes,18.0,590.35,27.5,8.0,0,NONE,4.8
9316,2020-03-11,YYC-SE,6.0,0.0,240.55,,2021-02-13,Calgary SE,N,28.0,810.74,27.51,3.0,FALSE,,4.5
6223,2021/02/04,YYC-NW,11.0,0.38,105.95,2021-02-04,2024-05-21,calgary nw,True,36.0,2266.4,133.12,10.0,FALSE,None,4.7
10208,2023-09-09,YYC-NW,8.0,2.74,264.2,2023-09-09,2024-04-25,calgary nw,,6.0,226.49,28.19,9.0,Y,Website Issue,3.1
1913,2019-08-05,YYC-NW ,10.0,3.45,140.67,2019-08-05,2021-01-05,Calgary NW,Y,,4233.82,,6.0,False,None,4.2
7641,2023-01-19,YYC-DT,12.0,,195.88,2023-01-19,2024/10/13,Calgary Downtown  ,FALSE,20.0,,33.64,10.0,,None ,3.6
1289,2024-07-03,ONLINE,,1.39,44.55,2024/07/03,2024-10-24,Online,0,4.0,92.34,30.52,8.0,N,None,3.9
9586,2023-12-19,YYC-dt,12.0,0.0,123.39,,2024/05/21,Calgary Downtown  ,No,8.0,461.79,56.65,9.0,FALSE,none,3.4
8642,2022/07/09,YYC-NW,11.0,0.0,47.22,2022/07/09,2023/11/07,CALGARY NW,False,24.0,890.88,38.8,11.0,False,,3.8
9625,2020-06-12,ONLINE ,6.0,0.0,350.73,2020/06/12,2022-11-17,Online  ,FALSE,26.0,,53.54,4.0,0,None,4.0
5502,2019-11-14,YYC-SE,9.0,0.23,280.03,2019-11-14,2022-08-27,CALGARY SE,Y,43.0,3393.63,77.98,,Yes,,4.3
11107,2023-02-11,YYC-NW,20.0,0.39,304.48,2023-02-11,2024/07/03,calgary nw,FALSE,33.0,2345.02,72.8,,True,,3.5
10830,2023/12/10,YYC-NW,14.0,,141.52,2023-12-10,2024/03/15,Calg NW,FALSE,16.0,1466.8,93.59,15.0,N,None,4.5
