date,year,month,store_id,channel,transactions,revenue,gst_collected,net_revenue,dataset
2019-01-16,2019,1,YYC-DT,IN_STORE,48,1991.81,99.59,1892.22,bookstore_sales
2019-01-16,2019,1,YYC-DT,ONLINE,7,210.58,10.53,200.05,bookstore_sales
2019-01-16,2019,1,YYC-NW,IN_STORE,53,1352.52,67.63,1284.89,bookstore_sales
2019-01-16,2019,1,YYC-NW,ONLINE,4,165.11,8.26,156.85,bookstore_sales
2019-01-16,2019,1,YYC-SE,IN_STORE,39,1160.46,58.02,1102.44,bookstore_sales
2019-01-16,2019,1,YYC-SE,ONLINE,3,97.73,4.89,92.84,bookstore_sales
2019-01-17,2019,1,YYC-DT,IN_STORE,66,1827.73,91.39,1736.34,bookstore_sales
2019-01-17,2019,1,YYC-DT,ONLINE,5,196.43,9.82,186.61,bookstore_sales
2019-01-17,2019,1,YYC-NW,IN_STORE,36,1398.99,69.95,1329.04,bookstore_sales
2019-01-17,2019,1,YYC-NW,ONLINE,4,119.22,5.96,113.26,bookstore_sales
2019-01-17,2019,1,YYC-SE,IN_STORE,29,1149.95,57.5,1092.45,bookstore_sales
2019-01-17,2019,1,YYC-SE,ONLINE,4,106.97,5.35,101.62,bookstore_sales
2019-01-18,2019,1,YYC-DT,IN_STORE,82,1936.13,96.81,1839.32,bookstore_sales
2019-01-18,2019,1,YYC-DT,ONLINE,6,230.35,11.52,218.83,bookstore_sales
2019-01-18,2019,1,YYC-NW,IN_STORE,43,1477.53,73.88,1403.65,bookstore_sales
2019-01-18,2019,1,YYC-NW,ONLINE,5,136.22,6.81,129.41,bookstore_sales
2019-01-18,2019,1,YYC-SE,IN_STORE,45,1230.25,61.51,1168.74,bookstore_sales
2019-01-18,2019,1,YYC-SE,ONLINE,4,108.52,5.43,103.09,bookstore_sales
2019-01-19,2019,1,YYC-DT,IN_STORE,83,2102.07,105.1,1996.97,bookstore_sales
2019-01-19,2019,1,YYC-DT,ONLINE,8,231.01,11.55,219.46,bookstore_sales
2019-01-19,2019,1,YYC-NW,IN_STORE,38,1508.22,75.41,1432.81,bookstore_sales
2019-01-19,2019,1,YYC-NW,ONLINE,4,145.44,7.27,138.17,bookstore_sales
2019-01-19,2019,1,YYC-SE,IN_STORE,35,1207.06,60.35,1146.71,bookstore_sales
2019-01-19,2019,1,YYC-SE,ONLINE,4,83.83,4.19,79.64,bookstore_sales
2019-01-20,2019,1,YYC-DT,IN_STORE,49,1910.31,95.52,1814.79,bookstore_sales
2019-01-20,2019,1,YYC-DT,ONLINE,5,180.64,9.03,171.61,bookstore_sales
2019-01-20,2019,1,YYC-NW,IN_STORE,37,1345.54,67.28,1278.26,bookstore_sales
2019-01-20,2019,1,YYC-NW,ONLINE,4,133.65,6.68,126.97,bookstore_sales
2019-01-20,2019,1,YYC-SE,IN_STORE,30,1194.94,59.75,1135.19,bookstore_sales
2019-01-20,2019,1,YYC-SE,ONLINE,3,96.51,4.83,91.68,bookstore_sales
2019-01-21,2019,1,YYC-DT,IN_STORE,63,2163.21,108.16,2055.05,bookstore_sales
2019-01-21,2019,1,YYC-DT,ONLINE,7,227.5,11.38,216.12,bookstore_sales
2019-01-21,2019,1,YYC-NW,IN_STORE,42,1538.49,76.92,1461.57,bookstore_sales
2019-01-21,2019,1,YYC-NW,ONLINE,5,153.46,7.67,145.79,bookstore_sales
2019-01-21,2019,1,YYC-SE,IN_STORE,44,1356.94,67.85,1289.09,bookstore_sales
2019-01-21,2019,1,YYC-SE,ONLINE,4,127.39,6.37,121.02,bookstore_sales
2019-01-22,2019,1,YYC-DT,IN_STORE,70,1892.04,94.6,1797.44,bookstore_sales
2019-01-22,2019,1,YYC-DT,ONLINE,9,230.62,11.53,219.09,bookstore_sales
2019-01-22,2019,1,YYC-NW,IN_STORE,53,1358.09,67.9,1290.19,bookstore_sales
2019-01-22,2019,1,YYC-NW,ONLINE,4,149.01,7.45,141.56,bookstore_sales
2019-01-22,2019,1,YYC-SE,IN_STORE,35,1166.92,58.35,1108.57,bookstore_sales
2019-01-22,2019,1,YYC-SE,ONLINE,3,100.24,5.01,95.23,bookstore_sales
2019-01-23,2019,1,YYC-DT,IN_STORE,70,1860.62,93.03,1767.59,bookstore_sales
2019-01-23,2019,1,YYC-DT,ONLINE,8,204.19,10.21,193.98,bookstore_sales
2019-01-23,2019,1,YYC-NW,IN_STORE,41,1482.02,74.1,1407.92,bookstore_sales
2019-01-23,2019,1,YYC-NW,ONLINE,4,162.14,8.11,154.03,bookstore_sales
2019-01-23,2019,1,YYC-SE,IN_STORE,47,1233.43,61.67,1171.76,bookstore_sales
2019-01-23,2019,1,YYC-SE,ONLINE,3,117.28,5.86,111.42,bookstore_sales
2019-01-24,2019,1,YYC-DT,IN_STORE,62,1961.95,98.1,1863.85,bookstore_sales
2019-01-24,2019,1,YYC-DT,ONLINE,5,175.89,8.79,167.1,bookstore_sales
2019-01-24,2019,1,YYC-NW,IN_STORE,39,1309.49,65.47,1244.02,bookstore_sales
2019-01-24,2019,1,YYC-NW,ONLINE,4,147.35,7.37,139.98,bookstore_sales
2019-01-24,2019,1,YYC-SE,IN_STORE,37,1027.88,51.39,976.49,bookstore_sales
2019-01-24,2019,1,YYC-SE,ONLINE,3,136.29,6.81,129.48,bookstore_sales
2019-01-25,2019,1,YYC-DT,IN_STORE,77,1869.58,93.48,1776.1,bookstore_sales
2019-01-25,2019,1,YYC-DT,ONLINE,5,173.55,8.68,164.87,bookstore_sales
2019-01-25,2019,1,YYC-NW,IN_STORE,34,1379.37,68.97,1310.4,bookstore_sales
2019-01-25,2019,1,YYC-NW,ONLINE,4,137.78,6.89,130.89,bookstore_sales
2019-01-25,2019,1,YYC-SE,IN_STORE,31,1186.02,59.3,1126.72,bookstore_sales
2019-01-25,2019,1,YYC-SE,ONLINE,5,139.43,6.97,132.46,bookstore_sales
2019-01-26,2019,1,YYC-DT,IN_STORE,58,2181.74,109.09,2072.65,bookstore_sales
2019-01-26,2019,1,YYC-DT,ONLINE,8,232.72,11.64,221.08,bookstore_sales
2019-01-26,2019,1,YYC-NW,IN_STORE,44,1454.18,72.71,1381.47,bookstore_sales
2019-01-26,2019,1,YYC-NW,ONLINE,6,159.09,7.95,151.14,bookstore_sales
2019-01-26,2019,1,YYC-SE,IN_STORE,43,1345.5,67.28,1278.22,bookstore_sales
2019-01-26,2019,1,YYC-SE,ONLINE,4,147.83,7.39,140.44,bookstore_sales
2019-01-27,2019,1,YYC-DT,IN_STORE,69,2038.02,101.9,1936.12,bookstore_sales
2019-01-27,2019,1,YYC-DT,ONLINE,8,214.03,10.7,203.33,bookstore_sales
2019-01-27,2019,1,YYC-NW,IN_STORE,55,1385.92,69.3,1316.62,bookstore_sales
2019-01-27,2019,1,YYC-NW,ONLINE,5,137.54,6.88,130.66,bookstore_sales
2019-01-27,2019,1,YYC-SE,IN_STORE,37,1242.4,62.12,1180.28,bookstore_sales
2019-01-27,2019,1,YYC-SE,ONLINE,3,112.95,5.65,107.3,bookstore_sales
2019-01-28,2019,1,YYC-DT,IN_STORE,75,2011.54,100.58,1910.96,bookstore_sales
2019-01-28,2019,1,YYC-DT,ONLINE,8,222.79,11.14,211.65,bookstore_sales
2019-01-28,2019,1,YYC-NW,IN_STORE,39,1471.63,73.58,1398.05,bookstore_sales
2019-01-28,2019,1,YYC-NW,ONLINE,5,147.74,7.39,140.35,bookstore_sales
2019-01-28,2019,1,YYC-SE,IN_STORE,44,1228.89,61.44,1167.45,bookstore_sales
2019-01-28,2019,1,YYC-SE,ONLINE,4,108.0,5.4,102.6,bookstore_sales
2019-01-29,2019,1,YYC-DT,IN_STORE,77,1893.58,94.68,1798.9,bookstore_sales
2019-01-29,2019,1,YYC-DT,ONLINE,6,191.83,9.59,182.24,bookstore_sales
2019-01-29,2019,1,YYC-NW,IN_STORE,38,1375.75,68.79,1306.96,bookstore_sales
2019-01-29,2019,1,YYC-NW,ONLINE,4,163.5,8.18,155.32,bookstore_sales
2019-01-29,2019,1,YYC-SE,IN_STORE,35,1165.71,58.29,1107.42,bookstore_sales
2019-01-29,2019,1,YYC-SE,ONLINE,3,142.97,7.15,135.82,bookstore_sales
2019-01-30,2019,1,YYC-DT,IN_STORE,58,2057.05,102.85,1954.2,bookstore_sales
2019-01-30,2019,1,YYC-DT,ONLINE,7,251.86,12.59,239.27,bookstore_sales
2019-01-30,2019,1,YYC-NW,IN_STORE,49,1352.86,67.64,1285.22,bookstore_sales
2019-01-30,2019,1,YYC-NW,ONLINE,5,149.57,7.48,142.09,bookstore_sales
2019-01-30,2019,1,YYC-SE,IN_STORE,29,1104.88,55.24,1049.64,bookstore_sales
2019-01-30,2019,1,YYC-SE,ONLINE,3,115.78,5.79,109.99,bookstore_sales
2019-01-31,2019,1,YYC-DT,IN_STORE,47,2005.78,100.29,1905.49,bookstore_sales
2019-01-31,2019,1,YYC-DT,ONLINE,6,208.8,10.44,198.36,bookstore_sales
2019-01-31,2019,1,YYC-NW,IN_STORE,34,1421.25,71.06,1350.19,bookstore_sales
2019-01-31,2019,1,YYC-NW,ONLINE,4,160.76,8.04,152.72,bookstore_sales
2019-01-31,2019,1,YYC-SE,IN_STORE,29,1252.46,62.62,1189.84,bookstore_sales
2019-01-31,2019,1,YYC-SE,ONLINE,4,108.17,5.41,102.76,bookstore_sales
2019-02-01,2019,2,YYC-DT,IN_STORE,63,2382.59,119.13,2263.46,bookstore_sales
2019-02-01,2019,2,YYC-DT,ONLINE,6,268.4,13.42,254.98,bookstore_sales
2019-02-01,2019,2,YYC-NW,IN_STORE,54,1728.14,86.41,1641.73,bookstore_sales
2019-02-01,2019,2,YYC-NW,ONLINE,5,157.83,7.89,149.94,bookstore_sales
2019-02-01,2019,2,YYC-SE,IN_STORE,43,1440.99,72.05,1368.94,bookstore_sales
2019-02-01,2019,2,YYC-SE,ONLINE,5,160.62,8.03,152.59,bookstore_sales
2019-02-02,2019,2,YYC-DT,IN_STORE,93,2305.83,115.29,2190.54,bookstore_sales
2019-02-02,2019,2,YYC-DT,ONLINE,8,271.29,13.56,257.73,bookstore_sales
2019-02-02,2019,2,YYC-NW,IN_STORE,43,1677.88,83.89,1593.99,bookstore_sales
2019-02-02,2019,2,YYC-NW,ONLINE,7,187.99,9.4,178.59,bookstore_sales
2019-02-02,2019,2,YYC-SE,IN_STORE,47,1360.55,68.03,1292.52,bookstore_sales
2019-02-02,2019,2,YYC-SE,ONLINE,6,165.69,8.28,157.41,bookstore_sales
2019-02-03,2019,2,YYC-DT,IN_STORE,63,2311.3,115.57,2195.73,bookstore_sales
2019-02-03,2019,2,YYC-DT,ONLINE,6,262.22,13.11,249.11,bookstore_sales
2019-02-03,2019,2,YYC-NW,IN_STORE,61,1675.51,83.78,1591.73,bookstore_sales
2019-02-03,2019,2,YYC-NW,ONLINE,7,204.78,10.24,194.54,bookstore_sales
2019-02-03,2019,2,YYC-SE,IN_STORE,34,1372.13,68.61,1303.52,bookstore_sales
2019-02-03,2019,2,YYC-SE,ONLINE,3,121.46,6.07,115.39,bookstore_sales
2019-02-04,2019,2,YYC-DT,IN_STORE,93,2254.24,112.71,2141.53,bookstore_sales
2019-02-04,2019,2,YYC-DT,ONLINE,9,264.75,13.24,251.51,bookstore_sales
2019-02-04,2019,2,YYC-NW,IN_STORE,47,1620.1,81.0,1539.1,bookstore_sales
2019-02-04,2019,2,YYC-NW,ONLINE,5,156.47,7.82,148.65,bookstore_sales
2019-02-04,2019,2,YYC-SE,IN_STORE,57,1390.23,69.51,1320.72,bookstore_sales
2019-02-04,2019,2,YYC-SE,ONLINE,3,86.47,4.32,82.15,bookstore_sales
2019-02-05,2019,2,YYC-DT,IN_STORE,67,2001.27,100.06,1901.21,bookstore_sales
2019-02-05,2019,2,YYC-DT,ONLINE,5,245.23,12.26,232.97,bookstore_sales
2019-02-05,2019,2,YYC-NW,IN_STORE,44,1518.21,75.91,1442.3,bookstore_sales
2019-02-05,2019,2,YYC-NW,ONLINE,4,149.99,7.5,142.49,bookstore_sales
2019-02-05,2019,2,YYC-SE,IN_STORE,31,1297.88,64.89,1232.99,bookstore_sales
2019-02-05,2019,2,YYC-SE,ONLINE,4,105.97,5.3,100.67,bookstore_sales
2019-02-06,2019,2,YYC-DT,IN_STORE,78,2298.87,114.94,2183.93,bookstore_sales
2019-02-06,2019,2,YYC-DT,ONLINE,8,245.35,12.27,233.08,bookstore_sales
2019-02-06,2019,2,YYC-NW,IN_STORE,47,1570.3,78.52,1491.78,bookstore_sales
2019-02-06,2019,2,YYC-NW,ONLINE,4,185.68,9.28,176.4,bookstore_sales
2019-02-06,2019,2,YYC-SE,IN_STORE,41,1307.28,65.36,1241.92,bookstore_sales
2019-02-06,2019,2,YYC-SE,ONLINE,4,96.74,4.84,91.9,bookstore_sales
2019-02-07,2019,2,YYC-DT,IN_STORE,65,2038.08,101.9,1936.18,bookstore_sales
2019-02-07,2019,2,YYC-DT,ONLINE,6,243.56,12.18,231.38,bookstore_sales
2019-02-07,2019,2,YYC-NW,IN_STORE,51,1402.83,70.14,1332.69,bookstore_sales
2019-02-07,2019,2,YYC-NW,ONLINE,4,125.94,6.3,119.64,bookstore_sales
2019-02-07,2019,2,YYC-SE,IN_STORE,36,1193.37,59.67,1133.7,bookstore_sales
2019-02-07,2019,2,YYC-SE,ONLINE,3,98.7,4.94,93.76,bookstore_sales
2019-02-08,2019,2,YYC-DT,IN_STORE,82,2174.41,108.72,2065.69,bookstore_sales
2019-02-08,2019,2,YYC-DT,ONLINE,8,217.19,10.86,206.33,bookstore_sales
2019-02-08,2019,2,YYC-NW,IN_STORE,37,1404.95,70.25,1334.7,bookstore_sales
2019-02-08,2019,2,YYC-NW,ONLINE,4,133.12,6.66,126.46,bookstore_sales
2019-02-08,2019,2,YYC-SE,IN_STORE,36,1256.22,62.81,1193.41,bookstore_sales
2019-02-08,2019,2,YYC-SE,ONLINE,3,89.75,4.49,85.26,bookstore_sales
2019-02-09,2019,2,YYC-DT,IN_STORE,62,2526.64,126.33,2400.31,bookstore_sales
2019-02-09,2019,2,YYC-DT,ONLINE,9,304.58,15.23,289.35,bookstore_sales
2019-02-09,2019,2,YYC-NW,IN_STORE,43,1602.74,80.14,1522.6,bookstore_sales
2019-02-09,2019,2,YYC-NW,ONLINE,7,170.68,8.53,162.15,bookstore_sales
2019-02-09,2019,2,YYC-SE,IN_STORE,37,1466.09,73.3,1392.79,bookstore_sales
2019-02-09,2019,2,YYC-SE,ONLINE,4,159.75,7.99,151.76,bookstore_sales
2019-02-10,2019,2,YYC-DT,IN_STORE,101,2460.41,123.02,2337.39,bookstore_sales
2019-02-10,2019,2,YYC-DT,ONLINE,7,259.52,12.98,246.54,bookstore_sales
2019-02-10,2019,2,YYC-NW,IN_STORE,58,1844.09,92.2,1751.89,bookstore_sales
2019-02-10,2019,2,YYC-NW,ONLINE,8,213.3,10.66,202.64,bookstore_sales
2019-02-10,2019,2,YYC-SE,IN_STORE,46,1540.69,77.03,1463.66,bookstore_sales
2019-02-10,2019,2,YYC-SE,ONLINE,4,157.07,7.85,149.22,bookstore_sales
2019-02-11,2019,2,YYC-DT,IN_STORE,58,2121.37,106.07,2015.3,bookstore_sales
2019-02-11,2019,2,YYC-DT,ONLINE,6,228.4,11.42,216.98,bookstore_sales
2019-02-11,2019,2,YYC-NW,IN_STORE,54,1568.81,78.44,1490.37,bookstore_sales
2019-02-11,2019,2,YYC-NW,ONLINE,4,179.01,8.95,170.06,bookstore_sales
2019-02-11,2019,2,YYC-SE,IN_STORE,50,1366.46,68.32,1298.14,bookstore_sales
2019-02-11,2019,2,YYC-SE,ONLINE,4,135.54,6.78,128.76,bookstore_sales
2019-02-12,2019,2,YYC-DT,IN_STORE,79,2150.35,107.52,2042.83,bookstore_sales
2019-02-12,2019,2,YYC-DT,ONLINE,9,204.03,10.2,193.83,bookstore_sales
2019-02-12,2019,2,YYC-NW,IN_STORE,41,1534.37,76.72,1457.65,bookstore_sales
2019-02-12,2019,2,YYC-NW,ONLINE,5,198.62,9.93,188.69,bookstore_sales
2019-02-12,2019,2,YYC-SE,IN_STORE,38,1364.14,68.21,1295.93,bookstore_sales
2019-02-12,2019,2,YYC-SE,ONLINE,4,129.98,6.5,123.48,bookstore_sales
2019-02-13,2019,2,YYC-DT,IN_STORE,67,2155.63,107.78,2047.85,bookstore_sales
2019-02-13,2019,2,YYC-DT,ONLINE,8,237.0,11.85,225.15,bookstore_sales
2019-02-13,2019,2,YYC-NW,IN_STORE,51,1562.08,78.1,1483.98,bookstore_sales
2019-02-13,2019,2,YYC-NW,ONLINE,4,159.97,8.0,151.97,bookstore_sales
2019-02-13,2019,2,YYC-SE,IN_STORE,43,1289.91,64.5,1225.41,bookstore_sales
2019-02-13,2019,2,YYC-SE,ONLINE,4,118.55,5.93,112.62,bookstore_sales
2019-02-14,2019,2,YYC-DT,IN_STORE,66,1982.52,99.13,1883.39,bookstore_sales
2019-02-14,2019,2,YYC-DT,ONLINE,6,231.77,11.59,220.18,bookstore_sales
2019-02-14,2019,2,YYC-NW,IN_STORE,39,1390.91,69.55,1321.36,bookstore_sales
2019-02-14,2019,2,YYC-NW,ONLINE,6,135.67,6.78,128.89,bookstore_sales
2019-02-14,2019,2,YYC-SE,IN_STORE,46,1291.73,64.59,1227.14,bookstore_sales
2019-02-14,2019,2,YYC-SE,ONLINE,3,108.68,5.43,103.25,bookstore_sales
2019-02-15,2019,2,YYC-DT,IN_STORE,53,2083.39,104.17,1979.22,bookstore_sales
2019-02-15,2019,2,YYC-DT,ONLINE,6,224.33,11.22,213.11,bookstore_sales
2019-02-15,2019,2,YYC-NW,IN_STORE,39,1550.92,77.55,1473.37,bookstore_sales
2019-02-15,2019,2,YYC-NW,ONLINE,5,165.33,8.27,157.06,bookstore_sales
2019-02-15,2019,2,YYC-SE,IN_STORE,35,1293.36,64.67,1228.69,bookstore_sales
2019-02-15,2019,2,YYC-SE,ONLINE,4,118.38,5.92,112.46,bookstore_sales
2019-02-16,2019,2,YYC-DT,IN_STORE,63,2264.63,113.23,2151.4,bookstore_sales
2019-02-16,2019,2,YYC-DT,ONLINE,9,235.84,11.79,224.05,bookstore_sales
2019-02-16,2019,2,YYC-NW,IN_STORE,60,1721.99,86.1,1635.89,bookstore_sales
2019-02-16,2019,2,YYC-NW,ONLINE,6,190.18,9.51,180.67,bookstore_sales
2019-02-16,2019,2,YYC-SE,IN_STORE,43,1387.33,69.37,1317.96,bookstore_sales
2019-02-16,2019,2,YYC-SE,ONLINE,6,164.15,8.21,155.94,bookstore_sales
2019-02-17,2019,2,YYC-DT,IN_STORE,68,2574.82,128.74,2446.08,bookstore_sales
2019-02-17,2019,2,YYC-DT,ONLINE,9,273.85,13.69,260.16,bookstore_sales
2019-02-17,2019,2,YYC-NW,IN_STORE,71,1829.01,91.45,1737.56,bookstore_sales
2019-02-17,2019,2,YYC-NW,ONLINE,5,191.74,9.59,182.15,bookstore_sales
2019-02-17,2019,2,YYC-SE,IN_STORE,39,1500.22,75.01,1425.21,bookstore_sales
